Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/28,2020,8,28,†,23,,15,,19,,0,,1,,2.6,,0,,2.6,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/27,2020,8,27,†,30.5,,17.5,,24,,0,,6,,0.2,,0,,0.2,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/26,2020,8,26,†,23.5,,13,,18.3,,0,,0.3,,12,,0,,12,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/25,2020,8,25,†,26.5,,21,,23.8,,0,,5.8,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/24,2020,8,24,†,33.5,,19,,26.3,,0,,8.3,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/23,2020,8,23,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/22,2020,8,22,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/21,2020,8,21,†,30.5,,16,,23.3,,0,,5.3,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/20,2020,8,20,†,28,,9,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/19,2020,8,19,†,23.5,,12.5,,18,,0,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/18,2020,8,18,†,25,,14,,19.5,,0,,1.5,,0,T,0,,0,T,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/17,2020,8,17,†,27,,15,,21,,0,,3,,0.6,,0,,0.6,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/16,2020,8,16,†,25,,18.5,,21.8,,0,,3.8,,10,,0,,10,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/15,2020,8,15,†,28.5,,15,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/14,2020,8,14,†,30,,19,,24.5,,0,,6.5,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/13,2020,8,13,†,31,,17,,24,,0,,6,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/12,2020,8,12,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/11,2020,8,11,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/10,2020,8,10,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/9,2020,8,9,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/8,2020,8,8,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/7,2020,8,7,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/6,2020,8,6,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/5,2020,8,5,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/4,2020,8,4,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/3,2020,8,3,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/2,2020,8,2,†,28.5,,19.5,,24,,0,,6,,15.4,,0,,15.4,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/8/1,2020,8,1,†,31,,16.5,,23.8,,0,,5.8,,23.2,,0,,23.2,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/31,2020,7,31,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/30,2020,7,30,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/29,2020,7,29,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/28,2020,7,28,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/27,2020,7,27,†,32.5,,24,,28.3,,0,,10.3,,6.8,,0,,6.8,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/26,2020,7,26,†,34,,18.5,,26.3,,0,,8.3,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/25,2020,7,25,†,31.5,,16,,23.8,,0,,5.8,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/24,2020,7,24,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/23,2020,7,23,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/22,2020,7,22,†,28,,18,,23,,0,,5,,20.4,,0,,20.4,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/21,2020,7,21,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/20,2020,7,20,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/19,2020,7,19,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/18,2020,7,18,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/17,2020,7,17,†,33,,20,,26.5,,0,,8.5,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/16,2020,7,16,†,27,,20,,23.5,,0,,5.5,,0.8,,0,,0.8,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/15,2020,7,15,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/14,2020,7,14,†,29,,17.5,,23.3,,0,,5.3,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/13,2020,7,13,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/12,2020,7,12,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/11,2020,7,11,†,28.5,,21,,24.8,,0,,6.8,,4.8,,0,,4.8,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/10,2020,7,10,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/9,2020,7,9,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/8,2020,7,8,†,34.5,,21.5,,28,,0,,10,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/7,2020,7,7,†,35.5,,18,,26.8,,0,,8.8,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/6,2020,7,6,†,33,,13,,23,,0,,5,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/5,2020,7,5,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/4,2020,7,4,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/3,2020,7,3,†,,,,,,,,,,,,,,,,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/2,2020,7,2,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/7/1,2020,7,1,†,31,,16,,23.5,,0,,5.5,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/30,2020,6,30,†,29,,17,,23,,0,,5,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/29,2020,6,29,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/28,2020,6,28,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/27,2020,6,27,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/26,2020,6,26,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/25,2020,6,25,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/24,2020,6,24,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/23,2020,6,23,†,26,,17,,21.5,,0,,3.5,,3.6,,0,,3.6,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/22,2020,6,22,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/21,2020,6,21,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/20,2020,6,20,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/19,2020,6,19,†,31,,5.5,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/18,2020,6,18,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/17,2020,6,17,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/16,2020,6,16,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/15,2020,6,15,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/14,2020,6,14,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/13,2020,6,13,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/12,2020,6,12,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/11,2020,6,11,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/10,2020,6,10,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/9,2020,6,9,†,33.5,,12.5,,23,,0,,5,,4,,0,,4,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/8,2020,6,8,†,24.5,,8,,16.3,,1.7,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/7,2020,6,7,†,21.5,,10,,15.8,,2.2,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/6,2020,6,6,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/5,2020,6,5,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/4,2020,6,4,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/3,2020,6,3,†,28,,12,,20,,0,,2,,0.4,,0,,0.4,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/2,2020,6,2,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/6/1,2020,6,1,†,23.5,,7,,15.3,,2.7,,0,,0.2,,0,,0.2,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/31,2020,5,31,†,16,,6.5,,11.3,,6.7,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/30,2020,5,30,†,19.5,,11,,15.3,,2.7,,0,,2,,0,,2,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/29,2020,5,29,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/28,2020,5,28,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/27,2020,5,27,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/26,2020,5,26,†,32,,15.5,,23.8,,0,,5.8,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/25,2020,5,25,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/24,2020,5,24,†,,,,,,,,,,,,,,,,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/23,2020,5,23,†,25.5,,10.5,,18,,0,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/22,2020,5,22,†,26.5,,6,,16.3,,1.7,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/21,2020,5,21,†,22.5,,3.5,,13,,5,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/20,2020,5,20,†,19.5,,7,,13.3,,4.7,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/19,2020,5,19,†,18,,12.5,,15.3,,2.7,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/18,2020,5,18,†,15,,12,,13.5,,4.5,,0,,18,,0,,18,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/17,2020,5,17,†,17.5,,6,,11.8,,6.2,,0,,7.6,,0,,7.6,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/16,2020,5,16,†,19,,8,,13.5,,4.5,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/15,2020,5,15,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/14,2020,5,14,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/13,2020,5,13,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/12,2020,5,12,†,8.5,,-2.5,,3,,15,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/11,2020,5,11,†,8,,-0.5,,3.8,,14.2,,0,,0.6,,0,,0.6,,0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/10,2020,5,10,†,8.5,,-1,,3.8,,14.2,,0,,5.4,,0,T,5.8,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/9,2020,5,9,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/8,2020,5,8,†,5.5,,-1,,2.3,,15.7,,0,,0,,0,T,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/7,2020,5,7,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/6,2020,5,6,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/5,2020,5,5,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/4,2020,5,4,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/3,2020,5,3,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/2,2020,5,2,†,17,,3.5,,10.3,,7.7,,0,,0.7,,0,,0.7,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/5/1,2020,5,1,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/30,2020,4,30,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/29,2020,4,29,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/28,2020,4,28,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/27,2020,4,27,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/26,2020,4,26,†,12,,7,,9.5,,8.5,,0,,2,,0,,2,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/25,2020,4,25,†,14.5,,-2.5,,6,,12,,0,,0,T,0,,0,T,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/24,2020,4,24,†,11,,3,,7,,11,,0,,1.2,,0,,1.2,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/23,2020,4,23,†,7,,-5.5,,0.8,,17.2,,0,,0,T,0,,0,T,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/22,2020,4,22,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/21,2020,4,21,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/20,2020,4,20,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/19,2020,4,19,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/18,2020,4,18,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/17,2020,4,17,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/16,2020,4,16,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/15,2020,4,15,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/14,2020,4,14,,,,,,,,,,,,,,,,,,,,,,,M
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/13,2020,4,13,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/12,2020,4,12,†,15,,-1.5,,6.8,,11.2,,0,,12,,0,,12,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/11,2020,4,11,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/10,2020,4,10,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/9,2020,4,9,,,,,,,,,,,,,,,,,,,,,,,M
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/8,2020,4,8,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/7,2020,4,7,,,,,,,,,,,,,,,,,,,,,,,M
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/6,2020,4,6,†,15,,-2.5,,6.3,,11.7,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/5,2020,4,5,†,10.5,,4.5,,7.5,,10.5,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/4,2020,4,4,†,11.5,,5.5,,8.5,,9.5,,0,,0,T,0,,0,T,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/3,2020,4,3,†,12,,1,,6.5,,11.5,,0,,1,,0,,1,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/2,2020,4,2,†,14,,2,,8,,10,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/4/1,2020,4,1,†,12,,0,,6,,12,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/31,2020,3,31,†,6.5,,4,,5.3,,12.7,,0,,0.6,,0,,0.6,,0,,,,,M
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/30,2020,3,30,†,8,,5.5,,6.8,,11.2,,0,,2.2,,0,,2.2,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/29,2020,3,29,†,18,,4.5,,11.3,,6.7,,0,,11.4,,0,,11.4,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/28,2020,3,28,†,9,,-0.5,,4.3,,13.7,,0,,5.2,,0,,5.2,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/27,2020,3,27,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/26,2020,3,26,,,,,,,,,,,,,,,,,,,,,,,M
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/25,2020,3,25,†,11.5,,-1,,5.3,,12.7,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/24,2020,3,24,†,6.5,,0,,3.3,,14.7,,0,,0,,0,,0,,0,,,,,M
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/23,2020,3,23,†,3.5,,-2,,0.8,,17.2,,0,,4.4,,0,,4.4,,3,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/22,2020,3,22,†,2,,-7.5,,-2.8,,20.8,,0,,0,,3,,2.8,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/21,2020,3,21,†,1,,-9,,-4,,22,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/20,2020,3,20,†,18,,5,,11.5,,6.5,,0,,3.2,,0,,3.2,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/19,2020,3,19,†,16,,-4,,6,,12,,0,,2.8,,0,,2.8,,0,,,,,M
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/18,2020,3,18,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/17,2020,3,17,†,8.5,,-0.5,,4,,14,,0,,0,,0,,0,,0,,,,,M
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/16,2020,3,16,†,4.5,,-7,,-1.3,,19.3,,0,,0.4,,0.4,,0.8,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/15,2020,3,15,†,4.5,,-4.5,,0,,18,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/14,2020,3,14,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/13,2020,3,13,,,,,,,,,,,,,,,,,,,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/12,2020,3,12,†,8.5,,-2,,3.3,,14.7,,0,,3.8,,0,,3.8,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/11,2020,3,11,†,4,,-5,,-0.5,,18.5,,0,,0,,0,,0,,0,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/10,2020,3,10,†,11.5,,1.5,,6.5,,11.5,,0,,1.6,,0,,1.6,,0,,,,,M
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/9,2020,3,9,†,17.5,,7,,12.3,,5.7,,0,,3.2,,0,,3.2,,0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/8,2020,3,8,†,13,,-1.5,,5.8,,12.2,,0,,0,,0,,0,,0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/7,2020,3,7,†,4.5,,-8,,-1.8,,19.8,,0,,0,,0,,0,,0,T,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/6,2020,3,6,†,3,,-1.5,,0.8,,17.2,,0,,0,,1.8,,2.2,,1,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/5,2020,3,5,†,6.5,,-3,,1.8,,16.2,,0,,0,,0,,0,,4,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/4,2020,3,4,†,6,,1,,3.5,,14.5,,0,,0,,0,T,0,,8,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/3,2020,3,3,†,4,,-2.5,,0.8,,17.2,,0,,10.2,,0,,10.2,,11,,,,,M
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/2,2020,3,2,†,6.5,,-1.5,,2.5,,15.5,,0,,1.8,,0,,1.8,,13,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/3/1,2020,3,1,†,5.5,,-14,,-4.3,,22.3,,0,,0,,0,,0,,14,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/2/29,2020,2,29,†,-4,,-15.5,,-9.8,,27.8,,0,,0,,0,,0,,19,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/2/28,2020,2,28,†,-3.5,,-7,,-5.3,,23.3,,0,,0,,4,,1.8,,18,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/2/27,2020,2,27,†,-3.5,,-6.5,,-5,,23,,0,,0,,0,T,0,,18,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/2/26,2020,2,26,†,-0.5,,-2,,-1.3,,19.3,,0,,0,,14,,16.2,,7,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/2/25,2020,2,25,†,4.5,,0,,2.3,,15.7,,0,,0,,0.4,,0.4,,8,,,,,M
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/2/24,2020,2,24,†,9.5,,0,,4.8,,13.2,,0,,0.6,,0.8,,1.8,,9,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/2/23,2020,2,23,†,9,,-3,,3,,15,,0,,0,,0,,0,,10,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/2/22,2020,2,22,†,6,,-5,,0.5,,17.5,,0,,0,,0,,0,,12,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/2/21,2020,2,21,†,1,,-11,,-5,,23,,0,,0,,0,,0,,12,,,,,
-79.47,43.78,TORONTO NORTH YORK,615S001,2020/2/20,2020,2,20,†,-4.5,,-9.5,,-7,,25,,0,,0,,0,,0,,12,,,,,
